Event ID,Disease,Serotype,latitude,longitude,Locality,Country,Region,observation date,report date,Species,Diagnosis Source,Humans Affected,Human Deaths,Diagnosis Status,Cleaned_Species,Last_Word,Habitat
267399,Influenza - Avian,;H5N8 HPAI;,50.85,12.75,Limbach-Oberfrohna,Germany,Europe,2020-03-24T00:00:00Z,2020-03-27T00:00:00Z,"Wild,Anatidae (unidentified),",WOAH (former OIE),NA,NA,Confirmed,Anatidae,anatidae,FW
295755,Influenza - Avian,;H5N8 HPAI;,51.26,12.91,Grimma,Germany,Europe,2020-12-24T00:00:00Z,2021-05-14T00:00:00Z,"Domestic,Goose,",WOAH (former OIE),NA,NA,Confirmed,Goose,goose,FW
355007,Influenza - Avian,;H5N1 HPAI;,51.03,12.52,FROHBURG,Germany,Europe,2023-05-08T00:00:00Z,2023-06-01T00:00:00Z,"Wild,Laridae (unidentified):Laridae (incognita)(Laridae),",WOAH (former OIE),NA,NA,Confirmed,Laridae,laridae,SB
348099,Influenza - Avian,;H5N1 HPAI;,51.16,13.58,WEINBÖHLA,Germany,Europe,2023-02-03T00:00:00Z,2023-03-15T00:00:00Z,"Domestic,Unspecified bird,",WOAH (former OIE),NA,NA,Confirmed,"Unspecified bird,","bird,",PO
266986,Influenza - Avian,;H5N8 HPAI;,51.05,12.56,Frohburg,Germany,Europe,2020-03-20T00:00:00Z,2020-03-23T00:00:00Z,"Wild,Buzzard,",WOAH (former OIE),NA,NA,Confirmed,Buzzard,buzzard,TFO
358443,Influenza - Avian,;H5N1 HPAI;,51.26,14.58,Malschwitz,Germany,Europe,2023-07-03T00:00:00Z,2023-07-14T00:00:00Z,"Wild,Laridae (unidentified):Laridae (incognita)(Laridae),",WOAH (former OIE),NA,NA,Confirmed,Laridae,laridae,SB
310477,Influenza - Avian,;H5N1 HPAI;,51.253,12.312,Leipzig,Germany,Europe,2021-11-15T00:00:00Z,2022-01-06T00:00:00Z,"Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),",WOAH (former OIE),NA,NA,Confirmed,Anatidae,anatidae,FW
317799,Influenza - Avian,;H5N1 HPAI;,50.972,13.904,Pirna,Germany,Europe,2022-03-14T00:00:00Z,2022-03-30T00:00:00Z,"Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),",WOAH (former OIE),NA,NA,Confirmed,Anatidae,anatidae,FW
313179,Influenza - Avian,;H5N1 HPAI;,51.06,13.78,Dresden,Germany,Europe,2022-02-03T00:00:00Z,2022-02-10T00:00:00Z,"Wild,Swan,",WOAH (former OIE),NA,NA,Confirmed,Swan,swan,FW
377147,Influenza - Avian,;H5N1 HPAI;,51.27,12.39,Markkleeberg,Germany,Europe,2024-04-02T00:00:00Z,2024-04-05T00:00:00Z,"Wild,Anatidae (incognita),",WOAH (former OIE),NA,NA,Confirmed,Anatidae,anatidae,FW
296429,Influenza - Avian,;H5N8 HPAI;,51.34,14.87,Landkreis Görlitz,Germany,Europe,2021-02-26T00:00:00Z,2021-05-27T00:00:00Z,"Wild,Swan,Wild,Anserinae (unidentified):Anserinae (incognita)(Anatidae),",WOAH (former OIE),NA,NA,Confirmed,Swan,swan,FW
317791,Influenza - Avian,;H5N1 HPAI;,51.121,13.721,Dresden,Germany,Europe,2022-03-17T00:00:00Z,2022-03-30T00:00:00Z,"Wild,Phasianidae (unidentified):Phasianidae (incognita)(Phasianidae),",WOAH (former OIE),NA,NA,Confirmed,Phasianidae,phasianidae,Other
220083,Influenza - Avian,;H5N8 HPAI;,51.52,12.32,Nordsachsen,Germany,Europe,2016-11-23T00:00:00Z,2016-12-02T00:00:00Z,"Wild,Wild duck,",WOAH (former OIE),NA,NA,Confirmed,Wild duck,duck,FW
219271,Influenza - Avian,;H5N8 HPAI;,51.33,12.37,Leipzig,Germany,Europe,2016-11-12T00:00:00Z,2016-11-14T00:00:00Z,"Wild,Heron,",National authorities,NA,NA,Confirmed,Heron,heron,FW
310476,Influenza - Avian,;H5N1 HPAI;,51.408717,14.79,Rietschen,Germany,Europe,2021-11-11T00:00:00Z,2022-01-06T00:00:00Z,"Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),",WOAH (former OIE),NA,NA,Confirmed,Anatidae,anatidae,FW
283377,Influenza - Avian,;H5N8 HPAI;,51.56,13,Nordsachsen,Germany,Europe,2020-11-13T00:00:00Z,2020-11-27T00:00:00Z,"Wild,Anatidae (unidentified),",WOAH (former OIE),NA,NA,Confirmed,Anatidae,anatidae,FW
358442,Influenza - Avian,;H5N1 HPAI;,51.27,12.28,Leipzig,Germany,Europe,2023-07-03T00:00:00Z,2023-07-14T00:00:00Z,"Wild,Laridae (unidentified):Laridae (incognita)(Laridae),",WOAH (former OIE),NA,NA,Confirmed,Laridae,laridae,SB
319612,Influenza - Avian,;H5N1 HPAI;,50.922,13.702,Dippoldiswalde,Germany,Europe,2022-03-23T00:00:00Z,2022-04-14T00:00:00Z,"Wild,Anatidae (incognita),",WOAH (former OIE),NA,NA,Confirmed,Anatidae,anatidae,FW
355008,Influenza - Avian,;H5N1 HPAI;,51.26,12.283,LEIPZIG,Germany,Europe,2023-04-25T00:00:00Z,2023-06-01T00:00:00Z,"Wild,Laridae (unidentified):Laridae (incognita)(Laridae),",WOAH (former OIE),NA,NA,Confirmed,Laridae,laridae,SB
387700,Influenza - Avian,;H5N1 HPAI;,50.43,12.41,140364MULDENHAMMER,Germany,Europe,2024-09-25T00:00:00Z,2024-09-27T00:00:00Z,"Domestic,Unspecified bird,",WOAH (former OIE),NA,NA,Confirmed,"Unspecified bird,","bird,",PO
223378,Influenza - Avian,;H5N8 HPAI;,50.43,12.12,Vogtlandkreis,Germany,Europe,2017-01-27T00:00:00Z,2017-02-03T00:00:00Z,"Wild,Goose,",WOAH (former OIE),NA,NA,Confirmed,Goose,goose,FW
310489,Influenza - Avian,;H5N1 HPAI;,51.408,14.79,Rietschen,Germany,Europe,2021-11-09T00:00:00Z,2022-01-06T00:00:00Z,"Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),",WOAH (former OIE),NA,NA,Confirmed,Anatidae,anatidae,FW
266703,Influenza - Avian,;H5N8 HPAI;,51.15,12.6,Bad Lausick,Germany,Europe,2020-03-12T00:00:00Z,2020-03-13T00:00:00Z,"Captive,Unspecified bird,",WOAH (former OIE),NA,NA,Confirmed,"Unspecified bird,","bird,",TFO
348100,Influenza - Avian,;H5N1 HPAI;,51.268,14.795,WALDHUFEN,Germany,Europe,2023-02-21T00:00:00Z,2023-03-15T00:00:00Z,"Wild,Accipitridae (incognita),",WOAH (former OIE),NA,NA,Confirmed,Accipitridae,accipitridae,TFO
317796,Influenza - Avian,;H5N1 HPAI;,51.072,13.682,Dresden,Germany,Europe,2022-02-24T00:00:00Z,2022-03-30T00:00:00Z,"Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),",WOAH (former OIE),NA,NA,Confirmed,Anatidae,anatidae,FW
317793,Influenza - Avian,;H5N1 HPAI;,51.056,13.805,Dresden,Germany,Europe,2022-03-03T00:00:00Z,2022-03-30T00:00:00Z,"Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),",WOAH (former OIE),NA,NA,Confirmed,Anatidae,anatidae,FW
357069,Influenza - Avian,;H5N1 HPAI;,51.21,14.46,Bautzen,Germany,Europe,2023-06-17T00:00:00Z,2023-06-30T00:00:00Z,"Wild,Laridae (unidentified):Laridae (incognita)(Laridae),",WOAH (former OIE),NA,NA,Confirmed,Laridae,laridae,SB
